Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Carina Lüke,Nina-Kristin Meister,2,multimodal communication; social development
Carina Lüke,Patrick Trettenbrein,2,language development; multimodal communication
Carina Lüke,Paula G. Sánchez Ramón,2,language disorders; multimodal communication
Carina Lüke,Pilar Prieto,2,language development; multimodal communication
Carina Lüke,Simone Schäffner,2,developmental language disorder; language processing
Carina Lüke,Susan Goldin-Meadow,2,language disorders; multimodal communication
Carina Lüke,Aleksandra Ćwiek,1,multimodal communication
Carina Lüke,Alina Gregori,1,multimodal communication
Carina Lüke,Andy Lücking,1,multimodal communication
Carina Lüke,Celina Isabelle von Eiff,1,multimodal communication
Carina Lüke,Door Spruijt,1,linguistic analysis
Carina Lüke,Federica Amici,1,social development
Carina Lüke,Frank Kügler,1,multimodal communication
Carina Lüke,Jana Bressem,1,multimodal communication
Carina Lüke,Kathryn Barnes,1,research themes
Carina Lüke,Liona Paulus,1,language development
Carina Lüke,Matteo Maran,1,language processing
Carina Lüke,Oliver Herbort,1,multimodal communication
Carina Lüke,Petra Schumacher,1,multimodal communication
Carina Lüke,Reetu Bhattacharjee,1,multimodal communication
Carina Lüke,Silva Ladewig,1,multimodal communication
Carina Lüke,Sotaro Kita,1,language development
Carina Lüke,Stefan R. Schweinberger,1,research themes
Carina Lüke,Susanne Fuchs,1,multimodal communication
Carina Lüke,Vanessa Wing Yan Tsang,1,linguistic analysis
Carina Lüke,Vinicius Macuch,1,multimodal communication
Carina Lüke,Wim Pouw,1,multimodal communication
Carly A. Anderson,Markus Steinbach,6,bayesian stats; data analysis methods; deaf communities; eeg; electroencephalogram; social science research
Carly A. Anderson,Matteo Maran,6,bayesian stats; core expertise; data analysis methods; eeg; functional neuroimaging; mri
Carly A. Anderson,Aleksandra Ćwiek,5,data analysis methods; eeg; iconicity; mri; prosodic prominence
Carly A. Anderson,Oliver Herbort,5,bayesian stats; eeg; iconicity; mri; social communication
Carly A. Anderson,Anna Kuder,4,bayesian stats; core expertise; eeg; mri
Carly A. Anderson,Cornelia Ebert,4,bayesian stats; eeg; linguistic research; mri
Carly A. Anderson,Cornelia Loos,4,bayesian stats; eeg; iconicity; mri
Carly A. Anderson,Jana Bressem,4,bayesian stats; eeg; linear mixed-effects models; mri
Carly A. Anderson,Katja Liebal,4,data analysis methods; mri; social communication; social science research
Carly A. Anderson,Linda Oña,4,bayesian stats; data analysis methods; eeg; mri
Carly A. Anderson,Marianthi Koraka,4,bayesian stats; eeg; mri; prosodic prominence
Carly A. Anderson,Marion Bonnet,4,bayesian stats; data analysis methods; eeg; mri
Carly A. Anderson,Sebastian Walter,4,bayesian stats; data analysis methods; eeg; mri
Carly A. Anderson,Silva Ladewig,4,bayesian stats; eeg; iconicity; mri
Carly A. Anderson,Thomas Finkbeiner,4,data analysis methods; deaf communities; eeg; mri
Carly A. Anderson,Christian Dobel,3,auditory processing; linear mixed-effects models; prosodic prominence
Carly A. Anderson,Frank Kügler,3,data analysis methods; eeg; mri
Carly A. Anderson,Lea Fricke,3,bayesian stats; eeg; mri
Carly A. Anderson,Martin Schulte-Rüther,3,bayesian stats; fnirs; social communication
Carly A. Anderson,Nina-Kristin Meister,3,core expertise; data analysis methods; mri
Carly A. Anderson,Patrick Georg Grosz,3,eeg; linguistic research; mri
Carly A. Anderson,Patrick Trettenbrein,3,bayesian stats; eeg; mri
Carly A. Anderson,Petra Schumacher,3,data analysis methods; iconicity; mri
Carly A. Anderson,Philippe Schlenker,3,bayesian stats; mri; multisensory perception
Carly A. Anderson,Pia Gehlbach,3,eeg; linear mixed-effects models; prosodic prominence
Carly A. Anderson,Sarah Schwarzenberg,3,eeg; mri; prosodic prominence
Carly A. Anderson,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Carly A. Anderson,Volker Gast,3,core expertise; mri; prosodic prominence
Carly A. Anderson,Yuqiu Chen,3,bayesian stats; eeg; mri
Carly A. Anderson,Alexander Henlein,2,linear mixed-effects models; mri
Carly A. Anderson,Chiara Zulberti,2,core expertise; linguistic research
Carly A. Anderson,Ingmar Brilmayer,2,bayesian stats; iconicity
Carly A. Anderson,Jens Lemanski,2,bayesian stats; eeg
Carly A. Anderson,Kathryn Barnes,2,bayesian stats; core expertise
Carly A. Anderson,Nadine Bade,2,bayesian stats; data analysis methods
Carly A. Anderson,Paula G. Sánchez Ramón,2,bayesian stats; mri
Carly A. Anderson,Stefan Hinterwimmer,2,iconicity; social communication
Carly A. Anderson,Šárka Kadavá,2,data analysis methods; prosodic prominence
Carly A. Anderson,Alexander Mehler,1,bayesian stats
Carly A. Anderson,Annika Herrmann,1,prosodic prominence
Carly A. Anderson,Babajide Owoyele,1,data analysis methods
Carly A. Anderson,Celina Isabelle von Eiff,1,social science research
Carly A. Anderson,Emiliano Zaccarella,1,eeg
Carly A. Anderson,Jonas Hartke,1,data analysis methods
Carly A. Anderson,Liona Paulus,1,linguistic research
Carly A. Anderson,Mailin Ines Antomo,1,mri
Carly A. Anderson,Natalia Filatkina,1,mri
Carly A. Anderson,Pamela Perniss,1,data analysis methods
Carly A. Anderson,Rui Liu,1,human communication
Carly A. Anderson,Sotaro Kita,1,data analysis methods
Carly A. Anderson,Stefan R. Schweinberger,1,data analysis methods
Carly A. Anderson,Vera Wolfrum,1,social communication
Carly A. Anderson,Vinicius Macuch,1,data analysis methods
Carly A. Anderson,Wim Pouw,1,bayesian stats
Celina Isabelle von Eiff,Nina-Kristin Meister,6,hearing impairment; hearing loss; linguistic research; multimodal communication; nonverbal communication; social neuroscience
Celina Isabelle von Eiff,Oliver Herbort,3,hearing impairment; multimodal communication; technological innovation
Celina Isabelle von Eiff,Pilar Prieto,3,language and cognition; multimodal communication; perception experiments
Celina Isabelle von Eiff,Stefan R. Schweinberger,3,cognitive function; social neuroscience; socio-emotional communication
Celina Isabelle von Eiff,Susan Goldin-Meadow,3,cognitive neuroscience; multimodal communication; nonverbal communication
Celina Isabelle von Eiff,Alina Gregori,2,multimodal communication; perception experiments
Celina Isabelle von Eiff,Jana Bressem,2,language and cognition; multimodal communication
Celina Isabelle von Eiff,Katja Liebal,2,cognitive neuroscience; social science research
Celina Isabelle von Eiff,Martin Schulte-Rüther,2,cognitive neuroscience; nonverbal communication
Celina Isabelle von Eiff,Patrick Trettenbrein,2,cognitive neuroscience; multimodal communication
Celina Isabelle von Eiff,Paula G. Sánchez Ramón,2,hearing impairment; multimodal communication
Celina Isabelle von Eiff,Pia Gehlbach,2,hearing loss; linguistic research
Celina Isabelle von Eiff,Wim Pouw,2,multimodal communication; neuroscience
Celina Isabelle von Eiff,Aleksandra Ćwiek,1,multimodal communication
Celina Isabelle von Eiff,Anastasia Bauer,1,hearing impairment
Celina Isabelle von Eiff,Andy Lücking,1,multimodal communication
Celina Isabelle von Eiff,Carina Lüke,1,multimodal communication
Celina Isabelle von Eiff,Carly A. Anderson,1,social science research
Celina Isabelle von Eiff,Chiara Zulberti,1,perception experiments
Celina Isabelle von Eiff,Christian Dobel,1,hearing research
Celina Isabelle von Eiff,Cornelia Ebert,1,hearing impairment
Celina Isabelle von Eiff,Emiliano Zaccarella,1,cognitive neuroscience
Celina Isabelle von Eiff,Frank Kügler,1,multimodal communication
Celina Isabelle von Eiff,Jens Lemanski,1,neuroscience
Celina Isabelle von Eiff,Jonas Hartke,1,linguistic research
Celina Isabelle von Eiff,Josiah Nii Ashie Neequaye,1,linguistic research
Celina Isabelle von Eiff,Linda Oña,1,research impact
Celina Isabelle von Eiff,Mailin Ines Antomo,1,perception experiments
Celina Isabelle von Eiff,Marianthi Koraka,1,hearing impairment
Celina Isabelle von Eiff,Marion Bonnet,1,multimodal communication
Celina Isabelle von Eiff,Markus Steinbach,1,social science research
Celina Isabelle von Eiff,Matteo Maran,1,linguistic research
Celina Isabelle von Eiff,Pamela Perniss,1,multimodal communication
Celina Isabelle von Eiff,Patrick Georg Grosz,1,hearing impairment
Celina Isabelle von Eiff,Petra Schumacher,1,multimodal communication
Celina Isabelle von Eiff,Reetu Bhattacharjee,1,multimodal communication
Celina Isabelle von Eiff,Silva Ladewig,1,multimodal communication
Celina Isabelle von Eiff,Susanne Fuchs,1,multimodal communication
Celina Isabelle von Eiff,Vanessa Wing Yan Tsang,1,linguistic research
Celina Isabelle von Eiff,Vinicius Macuch,1,multimodal communication
Celina Isabelle von Eiff,Šárka Kadavá,1,hearing impairment
Chiara Zulberti,Patrick Georg Grosz,4,chimpanzee communication; gestural communication; linguistic research; production experiments
Chiara Zulberti,Cornelia Ebert,3,iconicity; linguistic research; production experiments
Chiara Zulberti,Kathryn Barnes,3,core expertise; iconicity; production experiments
Chiara Zulberti,Anna Kuder,2,core expertise; iconicity
Chiara Zulberti,Carly A. Anderson,2,core expertise; linguistic research
Chiara Zulberti,Cornelia Loos,2,cognitive mechanisms; production experiments
Chiara Zulberti,Federica Amici,2,cognitive mechanisms; gestural communication
Chiara Zulberti,Katja Liebal,2,cognitive mechanisms; gestural communication
Chiara Zulberti,Liona Paulus,2,iconicity; linguistic research
Chiara Zulberti,Mailin Ines Antomo,2,perception experiments; production experiments
Chiara Zulberti,Marion Bonnet,2,iconicity; production experiments
Chiara Zulberti,Nina-Kristin Meister,2,core expertise; iconicity
Chiara Zulberti,Pilar Prieto,2,iconicity; perception experiments
Chiara Zulberti,Sarah Schwarzenberg,2,iconicity; production experiments
Chiara Zulberti,Aleksandra Ćwiek,1,animal vocal communication
Chiara Zulberti,Alina Gregori,1,perception experiments
Chiara Zulberti,Annika Herrmann,1,iconicity
Chiara Zulberti,Celina Isabelle von Eiff,1,perception experiments
Chiara Zulberti,Ingmar Brilmayer,1,iconicity
Chiara Zulberti,Jana Bressem,1,production experiments
Chiara Zulberti,Lea Fricke,1,iconicity
Chiara Zulberti,Marianthi Koraka,1,iconicity
Chiara Zulberti,Markus Steinbach,1,production experiments
Chiara Zulberti,Matteo Maran,1,core expertise
Chiara Zulberti,Pamela Perniss,1,cognitive mechanisms
Chiara Zulberti,Paula G. Sánchez Ramón,1,production experiments
Chiara Zulberti,Stefan Hinterwimmer,1,cognitive mechanisms
Chiara Zulberti,Thomas Finkbeiner,1,iconicity
Chiara Zulberti,Valentina Colasanti,1,hearing impairment
Chiara Zulberti,Vanessa Wing Yan Tsang,1,iconicity
Chiara Zulberti,Vera Wolfrum,1,production experiments
Chiara Zulberti,Vinicius Macuch,1,iconicity
Chiara Zulberti,Volker Gast,1,core expertise
Chiara Zulberti,Yuqiu Chen,1,iconicity
Chiara Zulberti,Šárka Kadavá,1,iconicity
Christian Dobel,Carly A. Anderson,3,auditory processing; linear mixed-effects models; prosodic prominence
Christian Dobel,Aleksandra Ćwiek,2,linear mixed-effects models; prosodic prominence
Christian Dobel,Annika Herrmann,2,linear mixed-effects models; prosodic prominence
Christian Dobel,Marianthi Koraka,2,linear mixed-effects models; prosodic prominence
Christian Dobel,Pia Gehlbach,2,linear mixed-effects models; prosodic prominence
Christian Dobel,Sarah Schwarzenberg,2,linear mixed-effects models; prosodic prominence
Christian Dobel,Alexander Henlein,1,linear mixed-effects models
Christian Dobel,Anna Kuder,1,linear mixed-effects models
Christian Dobel,Babajide Owoyele,1,linear mixed-effects models
Christian Dobel,Celina Isabelle von Eiff,1,hearing research
Christian Dobel,Cornelia Ebert,1,linear mixed-effects models
Christian Dobel,Cornelia Loos,1,linear mixed-effects models
Christian Dobel,Emiliano Zaccarella,1,linear mixed-effects models
Christian Dobel,Frank Kügler,1,linear mixed-effects models
Christian Dobel,Ingmar Brilmayer,1,linear mixed-effects models
Christian Dobel,Jana Bressem,1,linear mixed-effects models
Christian Dobel,Jens Lemanski,1,linear mixed-effects models
Christian Dobel,Kathryn Barnes,1,linear mixed-effects models
Christian Dobel,Katja Liebal,1,linear mixed-effects models
Christian Dobel,Lea Fricke,1,linear mixed-effects models
Christian Dobel,Linda Oña,1,linear mixed-effects models
Christian Dobel,Mailin Ines Antomo,1,linear mixed-effects models
Christian Dobel,Marion Bonnet,1,linear mixed-effects models
Christian Dobel,Markus Steinbach,1,linear mixed-effects models
Christian Dobel,Matteo Maran,1,linear mixed-effects models
Christian Dobel,Nadine Bade,1,linear mixed-effects models
Christian Dobel,Oliver Herbort,1,linear mixed-effects models
Christian Dobel,Pamela Perniss,1,linear mixed-effects models
Christian Dobel,Patrick Georg Grosz,1,linear mixed-effects models
Christian Dobel,Patrick Trettenbrein,1,linear mixed-effects models
Christian Dobel,Paula G. Sánchez Ramón,1,linear mixed-effects models
Christian Dobel,Petra Schumacher,1,linear mixed-effects models
Christian Dobel,Philippe Schlenker,1,linear mixed-effects models
Christian Dobel,Pilar Prieto,1,linear mixed-effects models
Christian Dobel,Sebastian Walter,1,linear mixed-effects models
Christian Dobel,Silva Ladewig,1,linear mixed-effects models
Christian Dobel,Thomas Finkbeiner,1,linear mixed-effects models
Christian Dobel,Vera Wolfrum,1,linear mixed-effects models
Christian Dobel,Vinicius Macuch,1,linear mixed-effects models
Christian Dobel,Volker Gast,1,prosodic prominence
Christian Dobel,Wim Pouw,1,linear mixed-effects models
Christian Dobel,Yuqiu Chen,1,linear mixed-effects models
Christian Dobel,Šárka Kadavá,1,prosodic prominence
Cornelia Ebert,Kathryn Barnes,7,at-issue status; bayesian stats; iconicity; linear mixed-effects models; pragmatic status; production experiments; semantics
Cornelia Ebert,Marianthi Koraka,7,bayesian stats; eeg; hearing impairment; iconicity; linear mixed-effects models; mri; sign language
Cornelia Ebert,Marion Bonnet,7,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; production experiments; sign language
Cornelia Ebert,Patrick Georg Grosz,7,eeg; hearing impairment; linear mixed-effects models; linguistic research; mri; production experiments; sign language
Cornelia Ebert,Anna Kuder,6,bayesian stats; discourse particles; eeg; iconicity; linear mixed-effects models; mri
Cornelia Ebert,Lea Fricke,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; semantics
Cornelia Ebert,Cornelia Loos,5,bayesian stats; eeg; linear mixed-effects models; mri; production experiments
Cornelia Ebert,Jana Bressem,5,bayesian stats; eeg; mri; production experiments; sign language
Cornelia Ebert,Oliver Herbort,5,bayesian stats; eeg; hearing impairment; linear mixed-effects models; mri
Cornelia Ebert,Paula G. Sánchez Ramón,5,bayesian stats; hearing impairment; linear mixed-effects models; mri; production experiments
Cornelia Ebert,Sarah Schwarzenberg,5,eeg; iconicity; linear mixed-effects models; mri; production experiments
Cornelia Ebert,Sebastian Walter,5,bayesian stats; eeg; linear mixed-effects models; mri; semantics
Cornelia Ebert,Thomas Finkbeiner,5,eeg; iconicity; linear mixed-effects models; mri; semantics
Cornelia Ebert,Yuqiu Chen,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Cornelia Ebert,Carly A. Anderson,4,bayesian stats; eeg; linguistic research; mri
Cornelia Ebert,Ingmar Brilmayer,4,bayesian stats; iconicity; linear mixed-effects models; semantics
Cornelia Ebert,Linda Oña,4,bayesian stats; eeg; linear mixed-effects models; mri
Cornelia Ebert,Mailin Ines Antomo,4,linear mixed-effects models; mri; production experiments; semantics
Cornelia Ebert,Markus Steinbach,4,bayesian stats; eeg; linear mixed-effects models; production experiments
Cornelia Ebert,Matteo Maran,4,bayesian stats; eeg; linear mixed-effects models; mri
Cornelia Ebert,Nina-Kristin Meister,4,hearing impairment; iconicity; mri; semantics
Cornelia Ebert,Patrick Trettenbrein,4,bayesian stats; eeg; linear mixed-effects models; mri
Cornelia Ebert,Philippe Schlenker,4,bayesian stats; linear mixed-effects models; mri; semantics
Cornelia Ebert,Silva Ladewig,4,bayesian stats; eeg; linear mixed-effects models; mri
Cornelia Ebert,Aleksandra Ćwiek,3,eeg; linear mixed-effects models; mri
Cornelia Ebert,Chiara Zulberti,3,iconicity; linguistic research; production experiments
Cornelia Ebert,Frank Kügler,3,eeg; linear mixed-effects models; mri
Cornelia Ebert,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Cornelia Ebert,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Cornelia Ebert,Vinicius Macuch,3,cognitive science; iconicity; linear mixed-effects models
Cornelia Ebert,Annika Herrmann,2,iconicity; linear mixed-effects models
